t, x, y, z, x', y', z', x'', y'', z''
3440.0, -4108575.006591038, 22955369.39600787, -3027198.985124561, -3716.0554553001316, 4245.371118814635, -2737.990491814053, 0.12592626797935885, -0.7035784408991369, 0.09278250245306599
3460.0, -4182870.8766701096, 23040136.47384398, -3081940.1988401483, -3713.53078475664, 4231.365634385811, -2736.130313992139, 0.1265353481750674, -0.6969883377664918, 0.09323127287769029
3480.0, -4257116.133501631, 23124624.754671488, -3136644.120703617, -3710.994237538618, 4217.491054222517, -2734.2613854337465, 0.12711411161839306, -0.6904877158504937, 0.0936577059123687
3500.0, -4331310.545554563, 23208836.838771477, -3191310.58012281, -3708.446410418454, 4203.745603837627, -2732.3841458409333, 0.12766350895048884, -0.6840750669438997, 0.09406250198971462
3520.0, -4405453.893045028, 23292775.29123543, -3245939.415160953, -3705.8878814611257, 4190.12753862439, -2730.499021132103, 0.12818446046620843, -0.6777489111175934, 0.0944463391831835
3540.0, -4479545.967568326, 23376442.642557044, -3300530.472265409, -3703.319210620665, 4176.635143295844, -2728.6064238815006, 0.12867785715063418, -0.6715077962140998, 0.09480987397078332
3560.0, -4553586.571742473, 23459841.389212843, -3355083.6060050735, -3700.740940316259, 4163.266731334562, -2726.7067537437047, 0.12914456167774802, -0.6653502973455728, 0.0951537419708967
3580.0, -4627575.518863055, 23542973.99423242, -3409598.6788160955, -3698.1535959888324, 4150.020644452208, -2724.800397863719, 0.12958540937269913, -0.6592750163965908, 0.0954785586512809
3600.0, -4701512.632569129, 23625842.887757536, -3464075.5607557027, -3695.5576866386587, 4136.895252059029, -2722.8877312730638, 0.13000120913908486, -0.6532805815321321, 0.09578492001228785
3620.0, -4775397.746519609, 23708450.467590965, -3518514.1292637526, -3692.9537053448094, 4123.888950743042, -2720.9691172725015, 0.1303927443525715, -0.6473656467109862, 0.09607340324528404
3640.0, -4849230.704079902, 23790799.09973494, -3572914.268931808, -3690.3421297670675, 4111.0001637590585, -2719.0449078018687, 0.13076077372215242, -0.6415288912048622, 0.09634456736722494
3660.0, -4923011.35801837, 23872891.11891938, -3627275.871279597, -3687.723422630871, 4098.227340527169, -2717.115443797348, 0.13110603212028385, -0.6357690191234335, 0.0965989538323017
3680.0, -4996739.570212428, 23954728.82912016, -3681598.8345383555, -3685.0980321959464, 4085.568956140669, -2715.181055536852, 0.13142923138308688, -0.6300847589454943, 0.09683708712152743
3700.0, -5070415.21136374, 24036314.50406806, -3735883.0634410395, -3682.466392709385, 4073.023510883352, -2713.242062973711, 0.13173106108174767, -0.6244748630563807, 0.09705947531110658
3720.0, -5144038.160722318, 24117650.38774736, -3790128.469019049, -3679.8289248433725, 4060.5895297558936, -2711.298776059276, 0.132012189266237, -0.6189381072918658, 0.09726661062040767
3740.0, -5217608.305819422, 24198738.694885973, -3844334.9684053767, -3677.1860361183963, 4048.2655620114156, -2709.3514950547437, 0.13227326318237648, -0.6134732904885485, 0.0974589699402967
3760.0, -5291125.542208548, 24279581.611435648, -3898502.4846438025, -3674.538121312405, 4036.050180699871, -2707.400510832591, 0.13251490996328424, -0.6080792340409361, 0.09763701534259522
3780.0, -5364589.773214538, 24360181.295043413, -3952630.946504071, -3671.8855628563247, 4023.94198222128, -2705.4461051679964, 0.13273773729616134, -0.6027547814652416, 0.09780119457136967
3800.0, -5438000.909690532, 24440539.875514302, -4006720.2883027373, -3669.228731216508, 4011.9395858875755, -2703.4885510206914, 0.132942334065355, -0.5974987979699686, 0.09795194151673853
3820.0, -5511358.869782398, 24520659.455265354, -4060770.4497296643, -3666.567985264559, 4000.0416334930514, -2701.5281128073225, 0.13312927097259636, -0.5923101700333422, 0.0980896766718653
3840.0, -5584663.578700381, 24600542.10977076, -4114781.3756797602, -3663.9036726349614, 3988.2467888930837, -2699.565046665067, 0.1332991011352782, -0.587187804987629, 0.09821480757376926
3860.0, -5657914.968497938, 24680189.887999035, -4168753.0160899884, -3661.236130070955, 3976.5537375911863, -2697.5996007064023, 0.13345236066359328, -0.5821306306103338, 0.09832772922856028
3880.0, -5731112.977857223, 24759604.81284213, -4222685.325781333, -3658.56568375906, 3964.9611863341097, -2695.6320152656413, 0.13358956921732634, -0.5771375947222938, 0.09842882452168385
3900.0, -5804257.551881144, 24838788.88153611, -4276578.264305619, -3655.892649652695, 3953.4678627149583, -2693.662523137337, 0.1337112305430741, -0.5722076647926909, 0.09851846461374564
3920.0, -5877348.64189197, 24917744.066074293, -4330431.795797067, -3653.2173337852273, 3942.0725147841204, -2691.691349806956, 0.1338178329926187, -0.5673398275509248, 0.09859700932244767
3940.0, -5950386.205235902, 24996472.313612245, -4384245.888828335, -3650.5400325728224, 3930.77391066788, -2689.7187136739776, 0.13390985002316422, -0.5625330886053701, 0.09866480749116374
3960.0, -6023370.205093697, 25074975.546865966, -4438020.516271055, -3647.861033107491, 3919.5708381945874, -2687.7448262678486, 0.1339877406801003, -0.5577864720689243, 0.09872219734464106
3980.0, -6096300.610297039, 25153255.66450225, -4491755.65516036, -3645.180613440629, 3908.4621045282975, -2685.7698924569218, 0.13405195006295942, -0.5530990201913621, 0.09876950683231378
4000.0, -6169177.395150473, 25231314.541521225, -4545451.2865638295, -3642.4990428573765, 3897.4465358095827, -2683.7941106505527, 0.13410290977519354, -0.5484697929984502, 0.09880705395970199
4020.0, -6242000.539258795, 25309154.029633123, -4599107.395454283, -3639.816582142234, 3886.522976803643, -2681.8176729948036, 0.13414103835834504, -0.5438978679376931, 0.09883514710830807
4040.0, -6314770.027359531, 25386775.957626693, -4652723.970586363, -3637.1334838360262, 3875.690290555317, -2679.84076556183, 0.1341667417112248, -0.5393823395307635, 0.09885408534446759
4060.0, -6387485.849160692, 25464182.131731696, -4706301.004376876, -3634.4499924847278, 3864.947358051026, -2677.86356853313, 0.13418041349462498, -0.5349223190324566, 0.09886415871753916
4080.0, -6460147.99918321, 25541374.335974503, -4759838.4927888485, -3631.7663448802596, 3854.293077887496, -2675.886256377067, 0.13418243552210715, -0.5305169340961484, 0.09886564854784069
4100.0, -6532756.476608203, 25618354.33252665, -4813336.435218958, -3629.082770293656, 3843.7263659470295, -2673.9089980205767, 0.13417317813738866, -0.5261653284456946, 0.09885882770470661
4120.0, -6605311.28512887, 25695123.86204793, -4866794.834388334, -3626.399490700738, 3833.246155079367, -2671.9319570154944, 0.1341530005787958, -0.5218666615536369, 0.09884396087501586
4140.0, -6677812.432806768, 25771684.644021947, -4920213.696236759, -3623.716721000764, 3822.8513947898928, -2669.9552916996336, 0.13412225133128927, -0.5176201083257232, 0.09882130482256596
4160.0, -6750259.931932428, 25848038.37708667, -4973593.02981986, -3621.034669228035, 3812.541050934002, -2667.9791553527475, 0.13408126846648094, -0.5134248587915694, 0.09879110863859553
4180.0, -6822653.79889007, 25924186.739358254, -5026932.847209547, -3618.3535367568347, 3802.3141054177477, -2666.003696347426, 0.1340303799711067, -0.5092801178014468, 0.09875361398380529
4200.0, -6894994.054026449, 26000131.388749182, -5080233.163397307, -3615.6735184999784, 3792.169555904395, -2664.0290582954885, 0.13396990406436304, -0.5051851047290744, 0.09870905532217039
4220.0, -6967280.721523484, 26075873.96328024, -5133493.996200421, -3612.99480310105, 3782.1064155268236, -2662.0553801895735, 0.13390014950451734, -0.501139053180349, 0.09865766014685214
4240.0, -7039513.8292748565, 26151416.081387512, -5186715.366170921, -3610.3175731206593, 3772.1237126058077, -2660.0827965403555, 0.13382141588517105, -0.49714121070789047, 0.09859964919848237
4260.0, -7111693.408766087, 26226759.342223063, -5239897.296507357, -3607.64200521681, 3762.2204903738725, -2658.111437509513, 0.13373399392156207, -0.4931908385313562, 0.09853523667611372
4280.0, -7183819.494958293, 26301905.32595038, -5293039.812969081, -3604.968270319741, 3752.3958067047033, -2656.1414290384623, 0.13363816572725812, -0.48928721126340136, 0.098464630441086
4300.0, -7255892.126175257, 26376855.59403483, -5346142.9437930705, -3602.2965338012214, 3742.648733847963, -2654.172892973181, 0.13353420508158173, -0.4854296166411965, 0.09838803221406542
4320.0, -7327911.343993984, 26451611.689528555, -5399206.7196132885, -3599.626955638674, 3732.9783581694815, -2652.205947185062, 0.1334223776881112, -0.4816173552634198, 0.09830563776550834
4340.0, -7399877.193138361, 26526175.13734993, -5452231.173382311, -3596.9596905741405, 3723.383779896545, -2650.240705688082, 0.13330294142457375, -0.47784974033263905, 0.09821763709978201
4360.0, -7471789.721376091, 26600547.444558676, -5505216.3402953455, -3594.2948882684, 3713.8641128684435, -2648.277278752316, 0.1331761465844286, -0.4741260974029554, 0.09812421463316244
4380.0, -7543648.979418452, 26674730.100625146, -5558162.257716508, -3591.63269345028, 3704.4184842918453, -2646.3157730140265, 0.13304223611045207, -0.4704457641328672, 0.09802554936594221
4400.0, -7615455.020823121, 26748724.577695727, -5611068.965107108, -3588.9732460614005, 3695.0460345011675, -2644.356291582222, 0.13290144582059057, -0.4668080900432062, 0.09792181504883708
4420.0, -7687207.901899998, 26822532.330852956, -5663936.503956294, -3586.316681396492, 3685.7459167237334, -2642.3989341420734, 0.1327540046263729, -0.46321243628009, 0.0978131803439128
4440.0, -7758907.681619414, 26896154.798371047, -5716764.91771341, -3583.66313023939, 3676.5172968495413, -2640.443797055145, 0.13260013474413387, -0.45965817538279735, 0.09769980898021449
4460.0, -7830554.421523454, 26969593.40196644, -5769554.251722652, -3581.012718994845, 3667.3593532057293, -2638.490973456508, 0.1324400518993171, -0.45614469105646965, 0.09758185990429682
4480.0, -7902148.1856394475, 27042849.547045007, -5822304.553159387, -3578.36556981644, 3658.2712763354903, -2636.5405533489356, 0.13227396552407095, -0.45267137794952095, 0.09745948742581394
4500.0, -7973689.040396376, 27115924.62294393, -5875015.870968518, -3575.721800730435, 3649.2522687813494, -2634.5926236942105, 0.13210207894840953, -0.449237641435709, 0.09733284135836599
4520.0, -8045177.05454341, 27188820.00316938, -5927688.255804462, -3573.08152575603, 3640.30154487286, -2632.647268501666, 0.13192458958514386, -0.44584289740076644, 0.09720206715575663
4540.0, -8116612.299071014, 27261537.045630388, -5980321.75997297, -3570.444855021834, 3631.418330518423, -2630.7045689141373, 0.13174168910880152, -0.4424865720334795, 0.09706730604382004
4560.0, -8187994.847134222, 27334077.092868153, -6032916.437374719, -3567.8118948789734, 3622.601863001299, -2628.76460329113, 0.13155356362875148, -0.43916810162115677, 0.09692869514798143
4580.0, -8259324.773978247, 27406441.47228183, -6085472.343450395, -3565.182748010632, 3613.8513907796237, -2626.8274472896223, 0.1313603938567276, -0.43588693234937664, 0.09678636761668677
4600.0, -8330602.156866153, 27478631.496350043, -6137989.535127435, -3562.557513538401, 3605.166173290458, -2624.8931739424593, 0.1311623552689523, -0.43264252010594934, 0.09664045274085595
4620.0, -8401827.075008638, 27550648.462848037, -6190468.070768274, -3559.9362871254457, 3596.5454807575943, -2622.961853734282, 0.13095961826305097, -0.4294343302890107, 0.0964910760694971
4640.0, -8472999.609495923, 27622493.655062024, -6242908.01012022, -3557.3191610764957, 3587.988594003329, -2621.033554675213, 0.1307523483099191, -0.4262618376191276, 0.09633835952160336
4660.0, -8544119.84323151, 27694168.34199927, -6295309.41426661, -3554.7062244349554, 3579.494804263777, -2619.108342372451, 0.1305407061007341, -0.4231245259553756, 0.09618242149447047
4680.0, -8615187.860867921, 27765673.778594326, -6347672.345579454, -3552.097563076992, 3571.063413007958, -2617.186280099592, 0.13032484768927502, -0.4200218881152935, 0.09602337696855803
4700.0, -8686203.748744307, 27837011.20591204, -6399996.8676734315, -3549.4932598029777, 3562.6937317603897, -2615.267428863963, 0.13010492462970485, -0.41695342569862553, 0.09586133760900685
4720.0, -8757167.594825767, 27908181.85134707, -6452283.045361271, -3546.893394426088, 3554.385081927161, -2613.3518474719253, 0.1298810841099732, -0.41391864891478, 0.09569641186393153
4740.0, -8828079.488644611, 27979186.928819347, -6504530.9446103275, -3544.298043858342, 3546.136794625463, -2611.4395925922868, 0.12965346908099917, -0.4109170764139388, 0.09552870505960023
4760.0, -8898939.52124291, 28050027.638966974, -6556740.632500448, -3541.7072821940924, 3537.9482105164, -2609.5307188177776, 0.12942221838175563, -0.4079482351217187, 0.09535831949259971
4780.0, -8969747.785117086, 28120705.169335615, -6608912.177183103, -3539.1211807910345, 3529.818679641115, -2607.625278724752, 0.12918746686041338, -0.40501166007731715, 0.09518535451909362
4800.0, -9040504.374164153, 28191220.694564003, -6661045.647841553, -3536.5398083488535, 3521.7475612601097, -2605.7233229311564, 0.12894934549168127, -0.4021068942750914, 0.09500990664127565
4820.0, -9111209.383629074, 28261575.37656725, -6713141.114652289, -3533.963230985536, 3513.734223695726, -2603.824900152734, 0.12870798149044646, -0.3992334885094609, 0.09483206959110288
4840.0, -9181862.91005391, 28331770.36471605, -6765198.648747587, -3531.391512311471, 3505.778044177631, -2601.930057257654, 0.12846349842186944, -0.39639100122310017, 0.09465193441141412
4860.0, -9252465.051228592, 28401806.796013705, -6817218.322179033, -3528.82471350136, 3497.878408691379, -2600.0388393194276, 0.12821601630803137, -0.39357899835831445, 0.09446958953450493
4880.0, -9323015.906142581, 28471685.79526951, -6869200.207882132, -3526.2628933640653, 3490.0347118298246, -2598.151289668467, 0.12796565173125884, -0.39079705321156827, 0.09428512085826024
4900.0, -9393515.574938543, 28541408.47526942, -6921144.379641992, -3523.7061084103525, 3482.246356647538, -2596.267449941886, 0.1277125179342396, -0.3880447462910686, 0.09409861181991731
4920.0, -9463964.158866843, 28610975.936944142, -6973050.9120599665, -3521.154412918766, 3474.512754517933, -2594.38736013214, 0.12745672491702328, -0.3853216651773485, 0.0939101434675383
4940.0, -9534361.76024168, 28680389.269533884, -7024919.880521095, -3518.607858999467, 3466.8333249931648, -2592.5110586340143, 0.12719837953103094, -0.3826274043867951, 0.09371979452927288
4960.0, -9604708.482398238, 28749649.55075053, -7076751.36116279, -3516.066496656379, 3459.2074956668057, -2590.6385822903917, 0.12693758557015503, -0.3799615652380473, 0.09352764148048469
4980.0, -9675004.429651184, 28818757.846937083, -7128545.430844148, -3513.5303738473626, 3451.63470203909, -2588.769966436647, 0.12667444385905655, -0.37732375572120486, 0.09333375860880688
5000.0, -9745249.707254482, 28887715.213224664, -7180302.1671162825, -3510.999536542785, 3444.1143873847836, -2586.905244943767, 0.1264090523387461, -0.37471359036977964, 0.09313821807719762
5020.0, -9815444.421361966, 28956522.693686653, -7232021.648193348, -3508.474028782351, 3436.6460026235513, -2585.04445026019, 0.1261415061495411, -0.372130690135349, 0.09294108998506388
5040.0, -9885588.678989395, 29025181.32149005, -7283703.9529246455, -3505.953892730315, 3429.22900619284, -2583.18761345257, 0.12587189771149054, -0.3695746822648388, 0.09274244242751926
5060.0, -9955682.587977614, 29093692.11904481, -7335349.160767288, -3503.439168729083, 3421.862863923166, -2581.334764245198, 0.12560031680233993, -0.3670452001803715, 0.0925423415528263
5080.0, -10025726.25695642, 29162056.098150622, -7386957.351759793, -3500.9298953513116, 3414.5470489158097, -2579.4859310584116, 0.12532685063312135, -0.3645418833616385, 0.09234085161809354
5100.0, -10095719.795309877, 29230274.26014089, -7438528.606496299, -3498.4261094505136, 3407.281041422834, -2577.6411410458786, 0.12505158392145407, -0.3620643772307397, 0.09213803504328114
5120.0, -10165663.313142262, 29298347.596024483, -7490063.006101649, -3495.9278462101765, 3400.0643287293233, -2575.8004201308277, 0.12477459896261922, -0.3596123330394302, 0.09193395246357051
5140.0, -10235556.921245249, 29366277.086625453, -7541560.632207198, -3493.435139191584, 3392.896405037924, -2573.9637930411855, 0.12449597569848496, -0.3571854077587188, 0.09172866278014827
5160.0, -10305400.731065808, 29434063.70272016, -7593021.566927153, -3490.9480203801195, 3385.7767713555622, -2572.1312833438155, 0.12421579178435235, -0.35478326397077675, 0.09152222320945833
5180.0, -10375194.854675332, 29501708.405172337, -7644445.892835672, -3488.4665202304454, 3378.7049353822486, -2570.3029134776943, 0.1239341226537917, -0.35240556976309806, 0.09131468933097134
5200.0, -10444939.40473941, 29569212.1450655, -7695833.692944756, -3485.9906677102085, 3371.6804114020515, -2568.4787047862187, 0.12365104158153199, -0.35005199862487013, 0.09110611513352368
5220.0, -10514634.494488306, 29636575.863834202, -7747185.050682526, -3483.520490342684, 3364.7027201760384, -2566.658677548537, 0.12336661974445641, -0.34772222934549035, 0.09089655306025925
5240.0, -10584280.237688724, 29703800.49339193, -7798500.049872312, -3481.0560142480813, 3357.7713888372846, -2564.842851010023, 0.12308092628078915, -0.345415945915206, 0.09068605405223709
5260.0, -10653876.74861602, 29770886.956257775, -7849778.774712245, -3478.5972641837784, 3350.885950787851, -2563.031243411905, 0.12279402834750552, -0.3431328374278067, 0.09047466759073196
5280.0, -10723424.142027365, 29837836.16568063, -7901021.309755487, -3476.1442635833723, 3344.0459455976693, -2561.223872020083, 0.12250599117603866, -0.3408725979853405, 0.09026244173827896
5300.0, -10792922.533135902, 29904649.02576192, -7952227.739890986, -3473.697034594615, 3337.2509189052867, -2559.4207531530205, 0.1222168781263278, -0.33863492660479066, 0.09004942317849413
5320.0, -10862372.037584877, 29971326.43157539, -8003398.150324801, -3471.255598116379, 3330.500422320508, -2557.6219022090013, 0.1219267507392696, -0.33641952712670936, 0.08983565725472495
5340.0, -10931772.771423474, 30037869.269286267, -8054532.626561978, -3468.819973834476, 3323.794013328801, -2555.827333692554, 0.12163566878761183, -0.33422610812570386, 0.08962118800754514
5360.0, -11001124.85108279, 30104278.41626728, -8105631.25438892, -3466.3901802565465, 3317.1312551975348, -2554.037061240096, 0.12134369032535441, -0.3320543828227968, 0.0894060582111542
5380.0, -11070428.393352436, 30170554.741213568, -8156694.119856297, -3463.966234745945, 3310.51171688386, -2552.251097644948, 0.1210508717356876, -0.3299040689995799, 0.08919030940870006
5400.0, -11139683.51535819, 30236699.104255736, -8207721.309262416, -3461.548153554677, 3303.9349729443925, -2550.4694548816033, 0.12075726777752557, -0.3277748889141295, 0.08897398194656295
5420.0, -11208890.33454004, 30302712.35707081, -8258712.909137058, -3459.1359518554655, 3297.4006034464765, -2548.6921441293166, 0.12046293163067627, -0.3256665692186566, 0.08875711500763699
5440.0, -11278048.968630865, 30368595.342991382, -8309669.006225819, -3456.729643772853, 3290.908193881105, -2546.919175795066, 0.1201679149396915, -0.3235788408788473, 0.08853974664363937
5460.0, -11347159.535635805, 30434348.897113595, -8360589.687474911, -3454.3292424134943, 3284.4573350774976, -2545.150559535833, 0.1198722678564311, -0.3215114390948435, 0.08832191380647161
5480.0, -11416222.153812168, 30499973.84640276, -8411475.040016398, -3451.934759895595, 3278.04762311913, -2543.3863042803164, 0.11957603908139375, -0.3194641032238506, 0.08810365237867267
5500.0, -11485236.941650007, 30565471.009797923, -8462325.151153771, -3449.546207377559, 3271.6786592613835, -2541.626418250025, 0.11927927590384203, -0.31743657670431796, 0.08788499720298164
5520.0, -11554204.017853199, 30630841.198314004, -8513140.108348008, -3447.163595085795, 3265.3500498506482, -2539.8709089797667, 0.118982024240769, -0.3154286069816712, 0.08766598211104869
5540.0, -11623123.501320977, 30696085.215143394, -8563919.99920413, -3444.7869323417467, 3259.061406244934, -2538.1197833376204, 0.11868432867472818, -0.31343994543554715, 0.08744663995130965
5560.0, -11691995.511130216, 30761203.85575499, -8614664.911458038, -3442.416227588287, 3252.812344735897, -2536.3730475442494, 0.11838623249057979, -0.31147034730851486, 0.08722700261605949
5580.0, -11760820.16651801, 30826197.90799231, -8665374.932963602, -3440.051488415249, 3246.6024864722535, -2534.630707191882, 0.11808777771117183, -0.3095195716362385, 0.08700710106774161
5600.0, -11829597.586865054, 30891068.15216972, -8716050.15168061, -3437.692721584377, 3240.431457384643, -2532.8927672625623, 0.1177890051319988, -0.3075873811790544, 0.08678696536448613
5620.0, -11898327.89167915, 30955815.36116746, -8766690.655662283, -3435.3399330534708, 3234.2988881118044, -2531.159232145999, 0.11748995435486215, -0.3056735423549344, 0.08656662468490772
5640.0, -11967011.200579256, 31020440.300525233, -8817296.533044063, -3432.9931279999987, 3228.204413928043, -2529.4301056569493, 0.1171906638205644, -0.3037778251737957, 0.08634610735219986
5660.0, -12035647.633280478, 31084943.72853379, -8867867.87203201, -3430.65231084395, 3222.1476746720896, -2527.7053910520603, 0.11689117084067822, -0.3019000031731428, 0.0861254408575372
5680.0, -12104237.309578886, 31149326.39632574, -8918404.760891814, -3428.317485270133, 3216.1283146771643, -2525.985091046271, 0.11659151162839965, -0.3000398533549998, 0.08590465188280981
5700.0, -12172780.34933688, 31213589.04796487, -8968907.28793832, -3425.9886542497798, 3210.145982702272, -2524.269207828852, 0.11629172132852159, -0.2981971561241044, 0.08568376632271098
5720.0, -12241276.872469516, 31277732.420533903, -9019375.541524831, -3423.665820061708, 3204.2003318648126, -2522.5577430787953, 0.11599183404656467, -0.29637169522734824, 0.0854628093061946
5740.0, -12309726.99893072, 31341757.244220797, -9069809.61003341, -3421.34898431281, 3198.2910195742843, -2520.850697980055, 0.11569188287707534, -0.29456325769442454, 0.08524180521732976
5760.0, -12378130.84869983, 31405664.242404103, -9120209.581864906, -3419.038147957933, 3192.4177074672425, -2519.1480732361824, 0.1153918999311225, -0.2927716337796654, 0.08502077771555966
5780.0, -12446488.541768942, 31469454.13173705, -9170575.545429472, -3416.733311319338, 3186.580061343384, -2517.4498690846117, 0.11509191636301783, -0.29099661690503076, 0.0847997497553876
5800.0, -12514800.19813052, 31533127.622229833, -9220907.589137614, -3414.4344741055475, 3180.777751102705, -2515.7560853105792, 0.11479196239628603, -0.28923800360423874, 0.0845787436055137
5820.0, -12583065.937765194, 31596685.417331133, -9271205.801391074, -3412.141635429733, 3175.0104506838898, -2514.066721260666, 0.11449206734890063, -0.287495593468005, 0.08435778086742733
5840.0, -12651285.880629964, 31660128.21400842, -9321470.270574234, -3409.8547938275424, 3169.2778380036525, -2512.381775855952, 0.11419225965780978, -0.2857691890903654, 0.08413688249347853
5860.0, -12719460.146647, 31723456.70282667, -9371701.08504576, -3407.573947274503, 3163.579594897208, -2510.701247604779, 0.1138925669027791, -0.28405859601606265, 0.08391606880444469
5880.0, -12787588.855692424, 31786671.568026427, -9421898.333130416, -3405.299093202937, 3157.9154070598133, -2509.025134615305, 0.11359301582956154, -0.28236362268897164, 0.08369535950660262
5900.0, -12855672.127585873, 31849773.487600226, -9472062.10311129, -3403.0302285183925, 3152.284963989245, -2507.353434607519, 0.11329363237242542, -0.2806840804015412, 0.08347477370832666
5920.0, -12923710.082079811, 31912763.133368153, -9522192.483222034, -3400.7673496156704, 3146.687958929343, -2505.6861449251323, 0.11299444167604981, -0.2790197832452343, 0.08325432993622206
5940.0, -12991702.838849667, 31975641.171051938, -9572289.561639555, -3398.5104523944224, 3141.1240888145317, -2504.0232625470026, 0.11269546811681565, -0.27737054806193995, 0.08303404615081193
5960.0, -13059650.517483981, 32038408.260348845, -9622353.426476786, -3396.259532274267, 3135.593054215277, -2502.364784098284, 0.11239673532349655, -0.2757361943963315, 0.0828139397617826
5980.0, -13127553.237475054, 32101065.055003222, -9672384.165775567, -3394.0145842095562, 3130.0945592844882, -2500.710705861361, 0.11209826619738775, -0.2741165444491701, 0.08259402764281253
6000.0, -13195411.118209807, 32163612.202878065, -9722381.867500285, -3391.775602703743, 3124.6283117048706, -2499.0610237863816, 0.11180008293186693, -0.2725114230315046, 0.08237432614598802
6020.0, -13263224.278960768, 32226050.346024796, -9772346.6195309, -3389.542581823327, 3119.194022637179, -2497.4157335015243, 0.11150220703142266, -0.27092065751978134, 0.0821548511158205
6040.0, -13330992.83887751, 32288380.120752335, -9822278.509656876, -3387.315515211463, 3113.7914066693315, -2495.7748303230674, 0.11120465933015368, -0.26934407781181563, 0.08193561790287889
6060.0, -13398716.916978419, 32350602.15769546, -9872177.625570958, -3385.0943961011762, 3108.4201817664107, -2494.138309265109, 0.11090746000975828, -0.2677815162836177, 0.08171664137704276
6080.0, -13466396.632142443, 32412717.081881355, -9922044.054863222, -3382.879217328245, 3103.080069221577, -2492.5061650490297, 0.11061062861703394, -0.2662328077470665, 0.08149793594039718
6100.0, -13534032.103101494, 32474725.51279632, -9971877.885015322, -3380.669971343708, 3097.770793607689, -2490.8783921127765, 0.11031418408088968, -0.2646977894083851, 0.08127951553976624
6120.0, -13601623.448432567, 32536628.06445009, -10021679.203394886, -3378.4666502260675, 3092.492082729896, -2489.254984619801, 0.11001814472890147, -0.2631763008274397, 0.08106139367891256
6140.0, -13669170.786550844, 32598425.34544077, -10071448.097250178, -3376.2692456931813, 3087.243667578914, -2487.6359364677905, 0.10972252830340652, -0.2616681838777987, 0.08084358343039363
6160.0, -13736674.235702239, 32660117.959017705, -10121184.653704828, -3374.0777491137655, 3082.02528228517, -2486.021241297221, 0.10942735197716263, -0.26017328270757845, 0.08062609744710132
6180.0, -13804133.913956625, 32721706.503143713, -10170888.95975269, -3371.892151518662, 3076.8366640736967, -2484.4108924996067, 0.10913263236858167, -0.2586914437010346, 0.08040894797348488
6200.0, -13871549.93920121, 32783191.570556976, -10220561.102253173, -3369.7124436117538, 3071.6775532197908, -2482.8048832255686, 0.10883838555654343, -0.2572225154408826, 0.08019214685646714
6220.0, -13938922.429134022, 32844573.748831138, -10270201.167926237, -3367.5386157806347, 3066.5476930053937, -2481.2032063926918, 0.10854462709481436, -0.2557663486713508, 0.07997570555606696
6240.0, -14006251.501257934, 32905853.620435465, -10319809.243347967, -3365.370658106967, 3061.44682967626, -2479.6058546931285, 0.10825137202606903, -0.25432279626192444, 0.07975963515572987
6260.0, -14073537.272874326, 32967031.762793034, -10369385.41494613, -3363.2085603765336, 3056.3747123997528, -2478.0128206010504, 0.10795863489553828, -0.2528917131717962, 0.07954394637238589
6280.0, -14140779.861077609, 33028108.748339456, -10418929.768995784, -3361.0523120890884, 3051.331093223462, -2476.4240963799016, 0.10766642976428152, -0.2514729564149739, 0.07932864956622566
6300.0, -14207979.382749178, 33089085.14457972, -10468442.391615188, -3358.90190246793, 3046.315727034435, -2474.83967408936, 0.10737477022210505, -0.2500663850260664, 0.07911375475022168
6320.0, -14275135.95455226, 33149961.514144503, -10517923.368761959, -3356.757320469111, 3041.3283715190564, -2473.2595455922783, 0.1070836694001328, -0.2486718600267063, 0.07889927159939002
6340.0, -14342249.692926716, 33210738.414845977, -10567372.786228908, -3354.618554790611, 3036.3687871237025, -2471.683702561302, 0.10679313998303731, -0.24728924439260985, 0.07868520945979943
6360.0, -14409320.714083757, 33271416.399732605, -10616790.729640495, -3352.4855938810433, 3031.4367370159466, -2470.1121364853825, 0.10650319422094143, -0.24591840302125842, 0.07847157735734327
6380.0, -14476349.134001248, 33331996.017142996, -10666177.284449164, -3350.358425948281, 3026.53198704646, -2468.5448386760663, 0.10621384394100451, -0.24455920270018802, 0.07825838400627462
6400.0, -14543335.068418704, 33392477.81075932, -10715532.535931934, -3348.237038967789, 3021.6543057114814, -2466.981800273685, 0.10592510055869386, -0.24321151207587438, 0.07804563781751328
6420.0, -14610278.632833011, 33452862.319659892, -10764856.569186917, -3346.121420690763, 3016.803464116011, -2465.4230122533027, 0.10563697508875783, -0.24187520162319665, 0.07783334690672812
6440.0, -14677179.942493886, 33513150.078370865, -10814149.469130075, -3344.0115586520196, 3011.9792359374856, -2463.8684654305644, 0.10534947815590583, -0.24055014361547847, 0.07762151910220705
6460.0, -14744039.112399677, 33573341.616917364, -10863411.32049224, -3341.9074401776843, 3007.181397390138, -2462.3181504673757, 0.10506262000520256, -0.23923621209508306, 0.07741016195251617
6480.0, -14810856.25729318, 33633437.46087391, -10912642.207815953, -3339.8090523926953, 3002.4097271898922, -2460.7720578773847, 0.10477641051218566, -0.23793328284455778, 0.07719928273395403
6500.0, -14877631.49165761, 33693438.13141434, -10961842.215452472, -3337.716382228114, 2997.664006519863, -2459.2301780313783, 0.10449085919271306, -0.23664123335831344, 0.07698888845780684
